question,answer,context,source,subdomain
What opportunities are available for rising students in the Bioengineering program?,There is a specific event called the Rising BME Scholars Conference that provides opportunities for students.,Opportunities: Rising BME Scholars Conference.,https://bioengr.ku.edu/navigator,bioengr.ku.edu
Which booth will the Society of Women Engineers have at their conference in 2024?,The Society of Women Engineers will be at Booth 1485.,"Society of Women Engineers : Booth 1485. October 24-26, Chicago, Illinois",https://engr.ku.edu/graduate-recruitment-schedule,engr.ku.edu
What kind of materials does Max Jiang assist in producing?,He assists in producing marketing materials for prospective students and the engineering alumni magazine.,"communicates news of School of Engineering achievements, research and events; media liaison; assists in producing marketing materials for prospective students and the engineering alumni magazine",https://engr.ku.edu/people/max-jiang-0,engr.ku.edu
What is the significance of the KU Engineering Impact and Belonging Program founded in 1971?,It is one of the oldest programs in the country addressing the needs of historically underserved students in engineering.,"Founded in 1971, KU’s Engineering Impact and Belonging Program is one of the oldest in the country and is home to the Impact and Belonging Program and KUEST programs.",https://engr.ku.edu/impact-and-belonging,engr.ku.edu
Are financial aid and scholarships available for non-degree seeking students at KU?,"Generally, financial aid and scholarships are not available for non-degree seeking students.",Generally Financial Aid and Scholarships are not available for non-degree seeking students.,https://registrar.ku.edu/non-degree-seeking-students,registrar.ku.edu
What is the minimum GPA required for courses taken within the BME minor?,Students must complete the courses required with a cumulative GPA of 2.0 or better.,The BME minor requires a minimum of 18 credit hours. Students must complete the courses required with a cumulative GPA of 2.0 or better.,http://bio.engr.ku.edu/minor-biomedical-engineering,bio.engr.ku.edu
What combination of features does Learned Hall provide for engineering students?,"Learned Hall offers wireless connectivity, a welcoming learning environment, and houses multiple engineering departments.","Recent renovations and additions have added wireless connectivity and created a more welcoming learning environment in this 1960s-era facility. The building also is the home for the Department of Civil, Environmental and Architectural Engineering, the Department of Aerospace Engineering, The Department of Chemical and Petroleum Engineering and the Department of Mechanical Engineering.",https://bioengr.ku.edu/contact,bioengr.ku.edu
What should students indicate regarding their insurance responsibility if they return to the USA during the semester?,Students must state that they understand they are responsible for being insured for the length of their stay if they return for any reason.,"State that if you return for any reason, you know you are responsible for being insured the length of your stay.",https://iss.ku.edu/out-country-waiver,iss.ku.edu
What cultural topics do the training sessions cover?,Cross-cultural communication and cultural adjustment.,"Our staff is well-versed in topics such as student, employee and scholar immigration regulations, employment opportunities for international students, cross-cultural communication and cultural adjustment, student support services, and more.",https://iss.ku.edu/training-ku-departments,iss.ku.edu
What types of skills and understandings are emphasized in the M.S. bioengineering program?,"Students must demonstrate understanding of interdisciplinary concepts, generate testable hypotheses, design experiments, and analyze data.","Students must demonstrate that they understand interdisciplinary concepts, are able to generate testable hypotheses, design experiments, and collect and analyze data, both independently and within team and interdisciplinary environments.",https://bioengr.ku.edu/ms,bioengr.ku.edu
What motivated Lu Zhao to join the Graduate Engineering Association (GEA)?,"She joined GEA to participate in more events for graduate students, socialize, and help organize events.","The reason I joined GEA is that I want to join more events for graduate students, make more friends, and to help organize events.",https://engr.ku.edu/people/lu-zhao,engr.ku.edu
What is required for a student to create a shop account for equipment checkout?,"Students need proof of enrollment, a valid KU ID card, EECS e-mail address, and phone number.","Required information for account creation will include proof of enrollment, a valid KU ID card, EECS e-mail address and phone number.",https://eecs.ku.edu/eecs-shop,eecs.ku.edu
What areas of research are highlighted in the graduate programs for Petroleum Engineering at KU?,"Areas of research include bioengineering, catalysis, renewable energy, sustainability, separations, enhanced oil and gas recovery, unconventional reservoirs, data mining and reservoir characterization, flow in porous media, and reservoir simulation.","Work on cutting-edge research with nationally and internationally recognized faculty in areas including bioengineering, catalysis, renewable energy, sustainability, separations, enhanced oil and gas recovery, unconventional reservoirs, data mining and reservoir characterization, flow in porous media, and reservoir simulation.",http://cpe.engr.ku.edu/degrees,cpe.engr.ku.edu
What date must all new international students arrive by for Fall 2025?,"All new international students must arrive by August 4th, 2025.","All new international students (graduate, undergraduate and exchange students) must arrive by - August 4th, 2025.",https://iss.ku.edu/arrival-date-newly-admitted,iss.ku.edu
Can an F-1 student work on campus after completing their degree program?,On-campus employment is not permitted after completion of a degree program unless the student has been issued a Form I-20 to begin a new program at KU.,On-campus employment is not permitted after completion of a degree program unless the student has been issued a Form I-20 to begin a new program at KU.,https://iss.ku.edu/F-1-on-campus-employment,iss.ku.edu
How are corporate partners recognized in the competition's promotional materials?,"Corporate partners will be included on all advertisements, signage, and the HSD website.","Corporate partners will be included on all advertisements, signage, and the HSD website.",https://engr.ku.edu/hsd-partnerships,engr.ku.edu
What is the purpose of the Campus Visit Day event offered to admitted graduate students?,The Campus Visit Day is a 2-day event designed for admitted graduate students each spring semester to help them learn more about KU.,We also offer a Campus Visit Day event (2-day event) for admitted students each spring semester.,https://engr.ku.edu/visit-us,engr.ku.edu
What are the alternatives for prospective students who want to visit KU if they cannot attend organized visitation events?,Prospective students can make arrangements to visit on their own and will receive assistance in scheduling appointments with faculty if they notify the program early.,"With early notification, we will do our best to work with you to provide information and schedule appointments with faculty when possible.",https://bioengr.ku.edu/contact,bioengr.ku.edu
What is the impact of catalog years on degree plans?,"Students are required to remain in one catalog year across all degree plans, including majors, minors, and certificates.","Students are required to remain in one catalog year across all degree plans, which include majors, minors, and certificates.",https://registrar.ku.edu/catalog-year,registrar.ku.edu
What services related to recruitment does Kristi Kamm offer?,She is involved with organizing Company Days & Events and facilitating On-Campus Interviews.,Primary contact for employers seeking information on: Company Days & Events ... On-Campus Interviews & Information Sessions,https://engr.ku.edu/people/kristi-kamm,engr.ku.edu
What must happen if a student wishes to change their Plan of Study after initial approval?,Any changes must be approved by the advisor and committee.,"The form can be accessed and changed by the student after initial approval, but any changes must be approved by the advisor and committee.",http://gradplan.engr.ku.edu/,gradplan.engr.ku.edu
How long can a TN Scholar stay in the U.S. based on their entry stamp?,Up to 3 years from the date of entry.,TN Scholar: stamp for admission in TN status with a specific date up to 3 years from the date of entry.,https://iss.ku.edu/entering-us-scholars,iss.ku.edu
What significant contributions did Joseph Michael (Mike) Oberg make in the aviation engineering field?,"Mr. Oberg's notable achievements include pioneering the design of all-digital autopilot systems, specifically the renowned GFC700, a cornerstone of Garmin's Autoland technology, which received the esteemed 2020 Collier Trophy.","Mr. Oberg's work at King Radio Corporation and Garmin has significantly shaped the landscape of aviation technology. Notable achievements include pioneering the design of all-digital autopilot systems, including the renowned GFC700, a cornerstone of Garmin's Autoland technology, which received the esteemed 2020 Collier Trophy.",https://eecs.ku.edu/news/article/2024/04/26/eecs-honors-excellence-highlights-2024-graduation-dinner-and-awards-ceremony,eecs.ku.edu
What is Lynne Vanahill's phone number?,785-864-3617,Contact Info 785-864-3617,https://iss.ku.edu/people/lynne-vanahill,iss.ku.edu
What organization did Connor Ahlquist join to support the graduate engineering program?,He joined GEA to help expand the reach and impact of the graduate engineering program at KU.,I joined GEA to help expand the reach and impact of the graduate engineering program at KU.,https://engr.ku.edu/people/connor-ahlquist,engr.ku.edu
What distinguishes the petroleum engineering program at the University of Kansas?,It is the only petroleum engineering program in the State of Kansas and is home to the Tertiary Oil Recovery Program.,The University of Kansas hosts the only petroleum engineering program in the State of Kansas and is home to the Tertiary Oil Recovery Program.,http://cpe.engr.ku.edu/hall-fame,cpe.engr.ku.edu
How does the Master of Engineering in Bioengineering program prepare students for their careers?,"The program prepares students to be more effective in their careers in medicine, private commercial firms, and with entrepreneurship in a start-up company.","This degree will prepare students to be more effective in their careers in medicine, private commercial firms, and with entrepreneurship in a start-up company.",http://bioengr.ku.edu/master-engineering,bioengr.ku.edu
How is the Grade Point Average (GPA) calculated according to the University of Kansas academic policy?,"The GPA is calculated by dividing the number of grade points earned by the number of hours attempted, and it may be computed for the entire academic record or for any specified segment.",The GPA is the quotient obtained by dividing the number of grade points earned by the number of hours attempted. University of Kansas Academic policy states that the GPA may be computed for an entire academic record or for any segment thereof.,https://registrar.ku.edu/transcripts,registrar.ku.edu
What is the recommended action for students before applying to the accelerated Master's program?,Students are highly encouraged to participate in undergraduate research prior to their application in order to identify their research topic and advisor.,Students are highly encouraged to participate in undergraduate research prior to their application in order to identify their research topic and advisor.,https://bioengr.ku.edu/accelerated-ms,bioengr.ku.edu
What is the purpose of the Change of School form?,The form is used to apply for a change of school.,This form is used to apply for a change of school.,https://registrar.ku.edu/change-school,registrar.ku.edu
What is the title of Jeremy McLeod's position?,His title is IT Support Technician Senior (Tier II).,"Jeremy McLeod IT Support Technician Senior (Tier II), Engineering Technology Service Center",https://engr.ku.edu/people/jeremy-mcleod,engr.ku.edu
What distinguishes the Master of Engineering in Bioengineering from the Master of Science in Bioengineering at KU?,"The primary difference is the elimination of research, the thesis, and the thesis defense in the Master of Engineering program.","The primary difference is the elimination of research, the thesis and the thesis defense. The thesis credit hours are replaced with the same credit hours of coursework.",http://bio.engr.ku.edu/master-engineering,bio.engr.ku.edu
In what way does the Office of the University Registrar contribute to students' career planning?,The office is available to inform and advise students as they prepare for and pursue a successful career as a Jayhawk.,We’re here to inform and advise you as you prepare for and pursue a successful career as a Jayhawk.,https://registrar.ku.edu,registrar.ku.edu
Who were the first two recipients of the KU EECS Distinguished Service Award?,The first two recipients were Brian McClendon and the late Dale Rummer.,Brian McClendon and the late Dale Rummer were honored during the department’s graduation dinner and awards ceremony on April 28.,https://eecs.ku.edu/node/2489,eecs.ku.edu
What is the composition of the Advisory Board in terms of its members' backgrounds?,"The Advisory Board consists of individuals from business, industry, government, and academia.","The Advisory Board consists of individuals of stature from business, industry, government and academia who provide guidance and assistance to benefit current and future EECS students as well as the Department.",https://eecs.ku.edu/advisory-board,eecs.ku.edu
What should a student do if they want to transfer a class in during their last semester?,Students must submit a 30-Hour Requirement Exception Form before transferring a course during their last 30 hours.,"If you are planning to transfer a course into KU during your last 30 hours, please submit a 30-Hour Requirement Exception Form before you plan to take the class outside of KU.",https://engr.ku.edu/advising/advising-enrollment-policies,engr.ku.edu
How does Caleb Regan contribute to the long-term planning for the School of Engineering's private support needs?,"He assists with developing and implementing annual and long-range goals, objectives, and strategies to meet the private support needs.","Assists with developing and implementing annual and long-range goals, objectives, and strategies to meet the private support needs of the School of Engineering consistent with the overall plan of KU Endowment.",https://engr.ku.edu/people/caleb-regan-0,engr.ku.edu
What opportunities does the Office of Study Abroad provide?,"The Office of Study Abroad offers student services throughout the processes of recruitment, advising, program selection, application, enrollment, pre-departure orientation, completion of the overseas program, and granting of academic credit.","The Office of Study Abroad provides a comprehensive range of student services throughout the processes of recruitment, advising, program selection, application, enrollment, pre-departure orientation, completion of the overseas program, and the granting of academic credit.",https://engr.ku.edu/graduate-academic-resources,engr.ku.edu
What type of research initiatives are emphasized at KU School of Engineering?,The school emphasizes transformational education and significantly beneficial interdisciplinary research.,"KU engineering and computing faculty, students and staff are committed to answering the call for transformational education and substantially beneficial interdisciplinary research.",https://engr.ku.edu/about,engr.ku.edu
How does the program ensure that students apply their knowledge to practical problems?,The program trains students to apply bioengineering research to commercially viable problems.,train students to apply bioengineering research to commercially viable problems.,https://bioengr.ku.edu/ms,bioengr.ku.edu
What parking arrangements are available for guests attending the Spring 2025 ceremony?,"Guests are encouraged to use Lots 54, 72, and the parking garage north of Allen Fieldhouse, with additional spaces in Lot 112 and Lot 127, and handicap parking in Lots 70 and 71.","Guests are encouraged to use Lots 54, 72 and the parking garage to the north of Allen Fieldhouse. For the spring ceremony, a limited number of additional parking spaces will be available in Lot 112 and Lot 127 to the south of Hoglund Ballpark. Handicap parking spaces are available in Lot 70 and Lot 71 immediately south of Allen Fieldhouse.",https://engr.ku.edu/recognition-ceremony,engr.ku.edu
Who is responsible for the Engineering Career Center's career networks?,Kristi Kamm serves as the Senior Coordinator for Career Networks at the Engineering Career Center.,"Kristi Kamm Engineering Career Center, Career Networks Senior Coordinator kkamm@ku.edu 785-864-2920 LEEP2, room 1410",https://engr.ku.edu/unit,engr.ku.edu
What support does the KU Honors Program provide to its students?,"The KU Honors Program offers financial awards, national recognition, and a community of peers and mentors.","With the support of financial awards, national recognition, and a community of peers and mentors, honors students bring their future into focus and grow a personal sense of what's possible.",https://iss.ku.edu/scholarship-loan-information,iss.ku.edu
"What happens on September 5, 2024, regarding the Spring 2025 Schedule of Classes?",Room Optimization for spring 2025 begins.,"September 5, 2024 Begin Room Optimization for spring 2025",https://registrar.ku.edu/schedule-classes-deadlines,registrar.ku.edu
What unique program does the University of Kansas offer in the field of petroleum engineering?,The University of Kansas hosts the only petroleum engineering program in the State of Kansas.,The University of Kansas hosts the only petroleum engineering program in the State of Kansas and is home to the Tertiary Oil Recovery Program.,http://cpe.engr.ku.edu/department-news,cpe.engr.ku.edu
What form must be issued for a change in education level for J-1 students?,A new DS-2019 form must be issued for the change in education level.,a new DS-2019 for change in education level is issued.,https://iss.ku.edu/j-1-change-degree-level,iss.ku.edu
What financial risk does a renter face if they unintentionally damage the landlord's property?,The renter may have the right to be held financially responsible by the landlord.,"Also, if a renter causes damage to the landlord's property, even unintentionally, the landlord may have the right to hold the renter financially responsible.",https://iss.ku.edu/renters-insurance,iss.ku.edu
What notable aquatic facility is located near the University of Kansas (KU)?,The Lawrence indoor aquatic center features a 10 lane 50m competition pool with a diving well.,Lawrence indoor aquatic center which boasts a 10 lane 50m competition pool with diving well,http://bioengr.ku.edu/community,bioengr.ku.edu
Which commissions accredit the Engineering Physics Bachelor of Science program at KU?,The program is accredited by the Engineering Accreditation Commission of ABET.,The Engineering Physics Bachelor of Science program is accredited by the Engineering Accreditation Commission of ABET.,http://ephx.engr.ku.edu/people/list/faculty,ephx.engr.ku.edu
What type of series is included in the research support at KU Engineering aimed at enhancing faculty knowledge?,The Distinguished Speaker Series is included to enhance faculty knowledge.,Distinguished Speaker Series,https://engr.ku.edu/research-support-0,engr.ku.edu
Which faculty member serves in both the Speech-Language-Hearing Sciences & Disorders and Electrical Engineering & Computer Science departments?,"Jonathan Brumberg, Ph.D.","Jonathan Brumberg, Ph.D. -Associate Professor, Speech-Language-Hearing: Sciences & Disorders -Courtesy Associate Professor, Electrical Engineering & Computer Science",https://bioengr.ku.edu/core-faculty,bioengr.ku.edu
What types of safety measures are integrated into the Chemical and Petroleum Facilities?,Safety measures include protocols for handling hazardous materials and emergency response training.,Safety protocols for handling hazardous materials and emergency response training are integral parts of the facilities.,https://engr.ku.edu/chemical-and-petroleum-facilities,engr.ku.edu
What enhancements have been made to Learned Hall to improve the learning environment?,Recent renovations and additions have added wireless connectivity and created a more welcoming learning environment.,Recent renovations and additions have added wireless connectivity and created a more welcoming learning environment in this 1960s-era facility.,http://bioengr.ku.edu/contact,bioengr.ku.edu
What foundational subjects are students in the Biomaterials and Tissue Engineering track trained in?,"Students are trained in structure-function-property relationships, built on a foundation in biology, materials science, and engineering.","Students in this track are trained in structure-function-property relationships, which are built on a foundation in biology, materials science, and engineering.",http://bioengr.ku.edu/biomaterials-tissue-engineering,bioengr.ku.edu
What is the limit on the number of courses a student can elect to take for Credit/No Credit in a semester?,A student can take at most one course per semester under the Credit/No Credit policy.,Credit/No Credit (CR/NC) is a policy that allows you to take at most one course per semester without receiving final grades that factor into your GPA calculations.,https://registrar.ku.edu/creditno-credit,registrar.ku.edu
What are the consequences of unauthorized use of the system?,Unauthorized use is prohibited and may result in administrative or legal action.,Unauthorized use is prohibited and may result in administrative or legal action.,https://shopkeeper.eecs.ku.edu/,shopkeeper.eecs.ku.edu
What types of research areas do graduate programs in petroleum engineering at KU focus on?,"Graduate programs focus on areas including bioengineering, catalysis, renewable energy, sustainability, and enhanced oil and gas recovery.","Work on cutting-edge research with nationally and internationally recognized faculty in areas including bioengineering, catalysis, renewable energy, sustainability, separations, enhanced oil and gas recovery, unconventional reservoirs, data mining and reservoir characterization, flow in porous media, and reservoir simulation.",http://cpe.engr.ku.edu/degree-chemical,cpe.engr.ku.edu
What specific fields does computational bioengineering encompass?,"Computational bioengineering encompasses fields such as molecular modeling, healthcare informatics, computational biomechanics, and computational bioimaging.",Computational Bioengineering generally describes the science of computational approaches to biological and medical problems ranging from molecular modeling to healthcare informatics including computational biomechanics and computational bioimaging.,http://bioengr.ku.edu/computational-bioengineering,bioengr.ku.edu
In what capacity does Cody Howard serve the School of Engineering's faculty and staff?,"He advises KU Engineering students, faculty and staff with their promotional endeavors.","advises KU Engineering students, faculty and staff with their promotional endeavors",https://engr.ku.edu/people/cody-howard,engr.ku.edu
How are applications for transfer students evaluated at KU?,Applications from all transfer students are evaluated on a case-by-case basis.,Applications from all transfer students are evaluated on a case-by-case basis.,https://engr.ku.edu/admission-requirements,engr.ku.edu
What benchmark does the report establish for understanding the risks associated with AI-generated content?,The report establishes a benchmark for detecting AI-generated artwork to better understand abuse risks in AI-generated content.,"Building on this direction, we propose Protecting Copyright against Image Editing (PCIE) to address copyright infringement in text-driven image editing.",https://eecs.ku.edu/understanding-and-mitigating-security-risks-towards-trustworthy-deep-learning-systems,eecs.ku.edu
What is the date range for the BMES Annual Conference?,October 23rd - 26th,Events Schedule October 23rd - 26th BMES Annual Conference,https://bioengr.ku.edu/events,bioengr.ku.edu
What types of educational opportunities are emphasized in KU's Aerospace Engineering program?,"Students receive access to unmatched educational opportunities in designing, simulating, building, testing, and flying aerospace vehicles and systems.","With an emphasis on designing, simulating, building, testing, and flying aerospace vehicles and systems, aerospace engineering students at KU receive access to unmatched educational opportunities.",https://engr.ku.edu/departments,engr.ku.edu
What is a popular taxi service mentioned in the passage?,GTS (Ground Transportation Services) is mentioned as a popular taxi service.,A popular taxi service includes: GTS (Ground Transportation Services),https://iss.ku.edu/taxisuber,iss.ku.edu
What is the primary goal of the research funded by the NSF award received by Suzanne Shontz and her team?,The primary goal is to develop a scientific computing platform for characterization and monitoring of cardiac tissue ablations.,"A computational scientist with the University of Kansas School of Engineering and Institute for Information Sciences (I2S), is part of a team of researchers that received $283,686 from the National Science Foundation to develop a scientific computing platform for characterization and monitoring of cardiac tissue ablations.",https://engr.ku.edu/news/article/i2s-scientist-receives-nsf-award-for-research-focused-on-cardiac-tissue-ablations,engr.ku.edu
What type of coursework is typically taken as part of the BS curriculum for undergraduate students pursuing the accelerated Master’s degree?,"Typically, this coursework is taken as an advanced engineering elective within the BS curriculum.",This course work should be courses that are required for the MS degree in the bioengineering track of interest within the MS Bioengineering program. Typically this coursework is taken as an advanced engineering elective within the BS curriculum.,http://bioengr.ku.edu/accelerated-ms,bioengr.ku.edu
What unique testing capabilities does the Marshal G. Lutz Fracture and Fatigue Laboratory offer?,"It has static and servo-hydraulic test equipment for small, reduced, and full-scale structural testing.","The Marshal G. Lutz Fracture and Fatigue Laboratory has static and servo-hydraulic test equipment for small, reduced, and full-scale structural testing. It has a unique structural testing room with 360 ft2 of reaction floor space with orthogonal reaction walls on two sides of the test floor and a reaction ceiling with a clear height of 12 ft.",https://engr.ku.edu/open-house-engineering-graduate-programs,engr.ku.edu
What safety-related engineering aspect is included in Michael Panethiere's research?,Arc-Flash Analysis is one of the safety-related engineering aspects included in his research interests.,Research — Research interests: ... Arc-Flash Analysis ...,https://eecs.ku.edu/people/michael-panethiere,eecs.ku.edu
What type of resources are included in M2SEC Maps?,"M2SEC Maps includes various resources such as databases, visualizations, and tools related to materials science.","M2SEC Maps includes resources such as databases, visualizations, and tools related to materials science.",https://engr.ku.edu/m2sec-maps,engr.ku.edu
What role does Neelofar Ahmad hold at the university?,Neelofar Ahmad is the Program Coordinator for Research Support & Graduate Recruitment.,"Neelofar Ahmad Program Coordinator, Research Support & Graduate Recruitment",https://engr.ku.edu/people/neelofar-ahmad,engr.ku.edu
How far is Lawrence from major cities like Denver and Chicago?,"Lawrence is approximately 8 hours from Denver, Chicago, Minneapolis, Indianapolis, Louisville, Memphis, and Dallas.","~8 hours from Denver, Chicago, Minneapolis, Indianapolis, Louisville, Memphis and Dallas",http://bioengr.ku.edu/community,bioengr.ku.edu
What are the circumstances under which a grade cannot be changed using Enroll & Pay?,"A grade cannot be changed using Enroll & Pay if the student has graduated, the current grade is a P (Progress), or if the student is withdrawn from the class.",for the following reasons: Student has graduated The current grade is a P (Progress) Student is withdrawn from the class,https://registrar.ku.edu/faculty-staff-resources,registrar.ku.edu
Who are eligible participants for the Rising BME Scholars Conference?,Eligible participants are early to mid-stage doctoral students who are at least one year prior to graduation.,"Rising BME Scholars will be early to mid-stage doctoral students, at least one year prior to graduation.",http://bioengr.ku.edu/rising-bme-scholars-conference,bioengr.ku.edu
"Which student in the program is the only one listed with a graduation year of 2028 from Chesterfield, MO?","Charlie Erker is the only student listed with a graduation year of 2028 from Chesterfield, MO.","Charlie Erker Mechanical Engineering, 2028 Hometown: Chesterfield, MO.",https://engr.ku.edu/self-mechanical-engineering,engr.ku.edu
What are the prerequisites for applicants to the Master of Engineering in Bioengineering program?,"Applicants are expected to have an undergraduate grade point average of 3.0 or higher, with general prerequisites including calculus I and II, differential equations, linear algebra, general physics I and II, chemistry, and biology.","All applicants are expected to have an undergraduate grade point average of 3.0 or higher on a 4.0 scale. The appropriate academic preparation includes both general and track prerequisites. General prerequisites include calculus I and II, differential equations, linear algebra, general physics I and II, chemistry, and biology.",http://bioengr.ku.edu/master-engineering,bioengr.ku.edu
What is the starting salary range for a Bachelor's degree in Civil Engineering from KU?,"$66,750 - $74,500.","Bachelor's degree candidates national average* starting salary range: Civil Engineering: $66,750 - $74,500.",https://engr.ku.edu/node/2791,engr.ku.edu
What unique award is given at the GEA Annual Research Showcase aside from the presentation and poster competitions?,The People's Choice Award is given.,People’s Choice Award: Sanjeeb Thapa,https://engr.ku.edu/gea-research-showcase,engr.ku.edu
What is the primary mission of the ISS Services?,"The mission is to support the international community through engagement, education, and compliance.","Our mission is to support our international community through engagement, education, and compliance.",https://iss.ku.edu/,iss.ku.edu
What should a student do if there is no direct equivalent for a course they took?,The student should petition the University Core Curriculum Committee to determine if the course should fulfill a General Education Requirement in the KU Core.,"Example: KU does not have a direct equivalent for the course you took, but you believe it should fulfill the Arts & Humanities requirement.",https://registrar.ku.edu/transfer-credit-petitions,registrar.ku.edu
When did the inaugural SELF on the Road event take place and where did it occur?,"The inaugural SELF on the Road took place in August 2014, with students from the SELF Class of 2015 visiting Los Angeles and Silicon Valley.",The inaugural SELF on the Road took place in August 2014. Students from the SELF Class of 2015 visited Los Angeles and Silicon Valley.,https://engr.ku.edu/self-on-the-road,engr.ku.edu
What is the highest degree that Mary Rezac holds and from which institution did she obtain it?,She holds a doctorate in chemical engineering from the University of Texas at Austin.,Rezac earned a doctorate and master’s degree in chemical engineering from the University of Texas at Austin and a bachelor’s degree in chemical engineering from Kansas State.,https://engr.ku.edu/people/mary-rezac-phd,engr.ku.edu
What should a student do if they are unsure about the need to pay the SEVIS fee?,Students should visit the government’s FAQ page for information.,If you are not sure if you need to pay or need to have the fee transferred from one SEVIS record to another please visit the government’s FAQ page.,https://iss.ku.edu/sevis-fee-newly-admitted,iss.ku.edu
What aspect of user privacy issues do researchers at EECS explore?,"They explore user privacy issues and protection mechanisms in centralized, distributed, and Web environments.","Understand user privacy issues and protection mechanisms, in centralized, distributed, and Web environments.",https://eecs.ku.edu/cybersecurity,eecs.ku.edu
What role does Dr. Moghaddam currently hold at the University of Southern California?,She serves as Vice Dean for Research at the Viterbi School of Engineering.,"As the holder of the prestigious Ming Hsieh Chair in Electrical and Computer Engineering, she currently serves as Vice Dean for Research at the Viterbi School of Engineering...",https://eecs.ku.edu/node/2555,eecs.ku.edu
What aspect of the KU Bioengineering program is emphasized in its approach to education?,The program is highly interdisciplinary and promotes a collaborative environment.,Highly Interdisciplinary Collaborative environment.,https://bioengr.ku.edu,bioengr.ku.edu
What events and opportunities are mentioned for students in the Bioengineering field?,The passage notes events such as Colloquium Events and the Rising BME Scholars Conference.,Research Events and Opportunities Colloquium Events Opportunities Rising BME Scholars Conference,http://bioengr.ku.edu/navigator,bioengr.ku.edu
What unique condition allows for exceptions to the five-month limit for being out of status when applying for reinstatement?,Students can demonstrate exceptional circumstances that justify a longer duration out of status if they are filing as promptly as possible.,cannot have been out of status for more than 5 months at the time of filing reinstatement (unless the student can demonstrate exceptional circumstances and he/she is filing as promptly as possible);,https://iss.ku.edu/f-1-regaining-legal-status,iss.ku.edu
What types of programs does the KU Chemical & Petroleum Engineering department offer emphasis in?,"The department offers emphases in Biomedical, Data Science, Environmental, Material Science, Premedical, and Petroleum Engineering.","Discover chemical engineering and the emphases we offer in Biomedical, Data Science, Environmental, Material Science, Premedical, and Petroleum Engineering.",http://cpe.engr.ku.edu/courtesy-faculty,cpe.engr.ku.edu
What is the ideal time during their undergraduate studies for students to apply to the accelerated program?,Undergraduate students at KU must apply to the bioengineering program in the spring semester of their junior year after completing at least 75 credit hours towards their undergraduate degree.,"To take advantage of this accelerated master’s program, undergraduate students at KU would be required to apply to the bioengineering program in the spring semester of their junior year after completing at least 75 credit hours towards their undergraduate degree.",http://bioengr.ku.edu/accelerated-ms,bioengr.ku.edu
What format does a KU Online ID username follow?,Your KU Online ID username will consist of two initials and six numbers.,Your KU Online ID username will consist of two initials and six numbers like this: z123a765.,https://iss.ku.edu/student-id-number,iss.ku.edu
What is one unique aspect of the dissertation requirement for the Ph.D. bioengineering program?,The dissertation must demonstrate that its author has completed an original and independent investigation of a significant problem.,The doctoral dissertation demonstrates that its author has completed an original and independent investigation of a significant problem.,https://bioengr.ku.edu/phd,bioengr.ku.edu
How many corporate research partners does KU Engineering have?,KU Engineering has more than 100 corporate research partners across the Lawrence campus.,"We have more than 100 corporate research partners across the Lawrence campus, in addition to dozens of burgeoning start-up companies.",https://engr.ku.edu/industry-research-partners,engr.ku.edu
Which radar system development techniques are included in the current research focus at EECS?,"Current research includes multiple-input and multiple-output (MIMO) radar, pulse agility, and compressive sensing.","current research delves into multiple-input and multiple-output (MIMO) radar, pulse agility, compressive sensing, adaptive transmission, high-power spectral efficiency, antenna array, and electromagnetic compatibility.",https://eecs.ku.edu/radar-systems-and-remote-sensing,eecs.ku.edu
What are the minimum health insurance coverage requirements for J-1 students and their dependents?,"The minimum health insurance coverage includes medical benefits of at least $100,000 per person per accident or illness, repatriation of remains in the amount of $25,000, expenses associated with medical evacuation in the amount of $50,000, a deductible not to exceed $500 per accident or illness, and co-insurance up to 25%.","Minimum health insurance coverage requirements for J-1 students and their J-2 dependents: Medical benefits of at least $100,000 per person per accident or illness Repatriation of remains in the amount of $25,000 Expenses associated with medical evacuation in the amount of $50,000 A deductible not to exceed $500 per accident or illness Co-insurance up to 25%.",https://iss.ku.edu/proof-insurance-j-1-students-not-enrolled-classes,iss.ku.edu
What activities does Valerie Griffin enjoy during her free time?,"In her free time, Valerie enjoys going on walks, reading, and finding new restaurants to eat at.","In her free time, Valerie enjoys going on walks, reading, and finding new restaurants to eat at.",https://engr.ku.edu/people/valerie-griffin,engr.ku.edu
What type of research does the Experimental Joint Biomechanics Laboratory focus on?,The Experimental Joint Biomechanics Research Laboratory focuses on biomechanics research.,Experimental Joint Biomechanics Research Laboratory - Maletsky,http://bio.engr.ku.edu/research,bio.engr.ku.edu
What specific opportunities does KU provide for pre-med students within the Bioengineering Program?,The program offers pre-medical and biomedical options in chemical engineering as well as an accelerated path to a graduate degree.,KU offers a bioengineering certificate and a biomedical minor through chemical engineering and mechanical engineering — including pre-med options — and an accelerated path to a graduate degree.,https://engr.ku.edu/bioengineering-brochure-2023,engr.ku.edu
What type of support does Counseling and Psychological Services offer?,"Counseling and Psychological Services provides individual and group therapy, psychiatry services, outreach and peer support, training for students in mental health, and consultation through multidisciplinary professionals.","Counseling and Psychological Services provides individual and group therapy, psychiatry services, outreach and peer support, training for students in mental health, and consultation through multidisciplinary professionals to the KU community.",https://engr.ku.edu/campus-student-resources,engr.ku.edu
